""	"TCGA-EW-A1P4"	"TCGA-GM-A2DI"	"TCGA-D8-A1XC"	"TCGA-E2-A1AZ"	"TCGA-AR-A254"	"TCGA-EW-A1PC"	"TCGA-GM-A2DL"	"TCGA-BH-A18V"	"TCGA-A7-A3J1"	"TCGA-BH-A0DX"	"TCGA-A2-A1G0"	"TCGA-E9-A1RH"	"TCGA-EW-A1OZ"	"TCGA-BH-A0H3"	"TCGA-D8-A1X6"	"TCGA-BH-A0BR"	"TCGA-B6-A0X0"	"TCGA-D8-A1XQ"	"TCGA-E9-A1NA"	"TCGA-BH-A208"	"TCGA-A2-A0CL"	"TCGA-AR-A24Z"	"TCGA-BH-A18T"	"TCGA-E9-A1R3"	"TCGA-EW-A1J3"	"TCGA-C8-A26V"	"TCGA-E2-A14X"	"TCGA-A2-A0T3"	"TCGA-D8-A27G"	"TCGA-D8-A141"	"TCGA-AC-A2FO"	"TCGA-E2-A15O"	"TCGA-E2-A152"	"TCGA-BH-A1FE"	"TCGA-E9-A1ND"	"TCGA-BH-A1EN"	"TCGA-B6-A0RQ"	"TCGA-C8-A12L"	"TCGA-AC-A2FF"	"TCGA-EW-A1P6"	"TCGA-AR-A24W"	"TCGA-EW-A1PH"	"TCGA-A2-A0CV"	"TCGA-BH-A0B5"	"TCGA-D8-A1JI"	"TCGA-GM-A2DH"	"TCGA-BH-A1ET"	"TCGA-AR-A252"	"TCGA-E2-A1L9"	"TCGA-D8-A1XA"	"TCGA-E2-A14W"	"TCGA-E9-A1RD"	"TCGA-BH-A0BO"	"TCGA-D8-A27L"	"TCGA-D8-A27P"	"TCGA-AC-A2BK"	"TCGA-E2-A15J"	"TCGA-E9-A22D"	"TCGA-BH-A0BW"	"TCGA-E2-A15R"	"TCGA-D8-A1XG"	"TCGA-E2-A1B5"	"TCGA-A2-A1G1"	"TCGA-AO-A1KT"	"TCGA-AR-A24O"	"TCGA-E2-A1IK"	"TCGA-D8-A1X9"	"TCGA-AR-A1AJ"	"TCGA-E2-A1LK"	"TCGA-BH-A18N"	"TCGA-C8-A1HI"	"TCGA-AO-A03V"	"TCGA-BH-A1F5"	"TCGA-EW-A1P5"	"TCGA-AR-A2LQ"	"TCGA-AR-A250"	"TCGA-E2-A1L8"	"TCGA-GM-A3NY"	"TCGA-A7-A3J0"	"TCGA-AR-A1AX"	"TCGA-A2-A04U"	"TCGA-BH-A209"	"TCGA-A2-A0D3"	"TCGA-E9-A1R2"	"TCGA-EW-A1OX"	"TCGA-D8-A1XZ"	"TCGA-BH-A0DI"	"TCGA-AR-A24M"	"TCGA-C8-A12O"	"TCGA-BH-A0E2"	"TCGA-C8-A12X"	"TCGA-AR-A1AN"	"TCGA-AR-A1AY"	"TCGA-BH-A18J"	"TCGA-E2-A1B4"	"TCGA-E2-A15D"	"TCGA-BH-A0AV"	"TCGA-E2-A15H"	"TCGA-A7-A2KD"	"TCGA-B6-A0RH"	"TCGA-GM-A2DM"	"TCGA-BH-A1FU"	"TCGA-BH-A0E9"	"TCGA-C8-A274"	"TCGA-BH-A18G"	"TCGA-A1-A0SG"	"TCGA-AR-A24X"	"TCGA-AC-A23C"	"TCGA-C8-A12Y"	"TCGA-E9-A226"	"TCGA-D8-A1Y0"	"TCGA-AN-A0AT"	"TCGA-A2-A04W"	"TCGA-AR-A24U"	"TCGA-BH-A0AZ"	"TCGA-E9-A1R4"	"TCGA-AR-A1AI"	"TCGA-BH-A1F8"	"TCGA-E2-A14N"	"TCGA-EW-A1J1"	"TCGA-BH-A18L"	"TCGA-BH-A1FG"	"TCGA-AR-A1AO"	"TCGA-E9-A1R7"	"TCGA-E9-A1NF"	"TCGA-AO-A12A"	"TCGA-E2-A15I"	"TCGA-D8-A140"	"TCGA-AR-A24R"	"TCGA-AQ-A1H2"	"TCGA-C8-A133"	"TCGA-C8-A132"	"TCGA-D8-A1Y2"	"TCGA-D8-A27W"	"TCGA-BH-A0BG"	"TCGA-EW-A1PA"	"TCGA-BH-A0W7"	"TCGA-BH-A203"	"TCGA-D8-A27K"	"TCGA-EW-A1OW"	"TCGA-AO-A1KQ"	"TCGA-C8-A278"	"TCGA-E2-A156"	"TCGA-D8-A147"	"TCGA-E9-A1N8"	"TCGA-C8-A137"	"TCGA-BH-A2L8"	"TCGA-E2-A15A"	"TCGA-D8-A1XM"	"TCGA-A2-A259"	"TCGA-D8-A1XD"	"TCGA-C8-A12U"	"TCGA-A1-A0SD"	"TCGA-EW-A2FW"	"TCGA-A2-A0CS"	"TCGA-D8-A142"	"TCGA-E2-A14S"	"TCGA-GM-A2DB"	"TCGA-AR-A24P"	"TCGA-C8-A12Q"	"TCGA-BH-A0DT"	"TCGA-EW-A1PB"	"TCGA-A2-A1G6"	"TCGA-D8-A1XF"	"TCGA-BH-A0HA"	"TCGA-E2-A1LG"	"TCGA-E2-A15C"	"TCGA-AR-A24K"	"TCGA-BH-A18K"	"TCGA-BH-A204"	"TCGA-E9-A1RB"	"TCGA-AO-A1KR"	"TCGA-B6-A0IH"	"TCGA-D8-A1X5"	"TCGA-B6-A0WS"	"TCGA-AR-A2LO"	"TCGA-E9-A244"	"TCGA-C8-A1HL"	"TCGA-A2-A3KC"	"TCGA-BH-A1EV"	"TCGA-C8-A26W"	"TCGA-BH-A0BF"	"TCGA-EW-A1J5"	"TCGA-AC-A23H"	"TCGA-EW-A1IW"	"TCGA-E2-A15P"	"TCGA-D8-A27E"	"TCGA-E2-A1IJ"	"TCGA-BH-A0BQ"	"TCGA-A7-A26I"	"TCGA-EW-A2FV"	"TCGA-D8-A1JN"	"TCGA-C8-A1HM"	"TCGA-C8-A26X"	"TCGA-C8-A1HJ"	"TCGA-HN-A2NL"	"TCGA-GM-A2DO"	"TCGA-AQ-A0Y5"	"TCGA-A7-A26J"	"TCGA-E9-A227"	"TCGA-C8-A27A"	"TCGA-BH-A0C3"	"TCGA-BH-A1FJ"	"TCGA-BH-A1ES"	"TCGA-D8-A1XT"	"TCGA-BH-A18F"	"TCGA-D8-A27T"	"TCGA-GM-A2DC"	"TCGA-BH-A202"	"TCGA-D8-A1JF"	"TCGA-EW-A1PE"	"TCGA-E2-A14Z"	"TCGA-AO-A1KS"	"TCGA-EW-A1PG"	"TCGA-E9-A1NI"	"TCGA-AR-A2LE"	"TCGA-E2-A1LH"	"TCGA-D8-A1XW"	"TCGA-BH-A0H5"	"TCGA-AR-A1AH"	"TCGA-BH-A1FH"	"TCGA-A2-A1FX"	"TCGA-EW-A1P3"	"TCGA-D8-A27F"	"TCGA-D8-A1XU"	"TCGA-AC-A2FB"	"TCGA-BH-A1EY"	"TCGA-E2-A159"	"TCGA-E2-A1LI"	"TCGA-A7-A13D"	"TCGA-E9-A1N6"	"TCGA-GM-A2DN"	"TCGA-A7-A13G"	"TCGA-GM-A2DK"	"TCGA-BH-A0BS"	"TCGA-BH-A1FM"	"TCGA-BH-A1FL"	"TCGA-E2-A1IG"	"TCGA-D8-A1XK"	"TCGA-D8-A1Y3"	"TCGA-A7-A26G"	"TCGA-EW-A1IX"	"TCGA-D8-A1JD"	"TCGA-E9-A1NG"	"TCGA-D8-A27N"	"TCGA-BH-A0C1"	"TCGA-D8-A27R"	"TCGA-AR-A24H"	"TCGA-E2-A1LL"	"TCGA-A2-A1FV"	"TCGA-D8-A1JC"	"TCGA-E9-A248"	"TCGA-EW-A1OY"	"TCGA-GM-A2D9"	"TCGA-BH-A0DG"	"TCGA-AR-A24S"	"TCGA-E9-A1RF"	"TCGA-D8-A1JB"	"TCGA-D8-A1J8"	"TCGA-E2-A14Y"	"TCGA-E2-A1L6"	"TCGA-E2-A1BC"	"TCGA-BH-A1FB"	"TCGA-BH-A1F0"	"TCGA-AR-A24L"	"TCGA-E9-A1QZ"	"TCGA-C8-A273"	"TCGA-E9-A247"	"TCGA-AO-A1KO"	"TCGA-AO-A12B"	"TCGA-C8-A275"	"TCGA-BH-A0DV"	"TCGA-AC-A3OD"	"TCGA-BH-A0BL"	"TCGA-E2-A10A"	"TCGA-BH-A0EI"	"TCGA-BH-A0DO"	"TCGA-AR-A1AR"	"TCGA-E2-A15E"	"TCGA-D8-A1XL"	"TCGA-D8-A13Y"	"TCGA-E2-A150"	"TCGA-D8-A1JG"	"TCGA-BH-A1F2"	"TCGA-A2-A25E"	"TCGA-BH-A1FN"	"TCGA-B6-A2IU"	"TCGA-E2-A3DX"	"TCGA-A7-A0DA"	"TCGA-E9-A1RE"	"TCGA-C8-A1HN"	"TCGA-D8-A1XO"	"TCGA-BH-A0BT"	"TCGA-E9-A2JS"	"TCGA-A7-A13E"	"TCGA-E9-A249"	"TCGA-D8-A1Y1"	"TCGA-EW-A1OV"	"TCGA-E9-A1N3"	"TCGA-EW-A1P8"	"TCGA-D8-A1JU"	"TCGA-D8-A1JP"	"TCGA-A2-A25C"	"TCGA-BH-A1EU"	"TCGA-A2-A25A"	"TCGA-AR-A1AP"	"TCGA-BH-A0BZ"	"TCGA-D8-A143"	"TCGA-C8-A134"	"TCGA-EW-A1IY"	"TCGA-A1-A0SQ"	"TCGA-AO-A12H"	"TCGA-E2-A15S"	"TCGA-E2-A153"	"TCGA-E2-A14R"	"TCGA-E2-A15L"	"TCGA-D8-A1XB"	"TCGA-AR-A2LN"	"TCGA-BH-A18P"	"TCGA-D8-A1J9"	"TCGA-BH-A0B0"	"TCGA-E9-A1RC"	"TCGA-A1-A0SB"	"TCGA-C8-A12V"	"TCGA-D8-A1XV"	"TCGA-D8-A1JT"	"TCGA-E2-A1LA"	"TCGA-E9-A245"	"TCGA-E9-A1R5"	"TCGA-AR-A24N"	"TCGA-D8-A1X7"	"TCGA-C8-A12N"	"TCGA-E2-A1IU"	"TCGA-D8-A1JE"	"TCGA-AC-A23E"	"TCGA-D8-A1XS"	"TCGA-D8-A1X8"	"TCGA-BH-A0BP"	"TCGA-BH-A0DD"	"TCGA-A1-A0SF"	"TCGA-E2-A1B0"	"TCGA-E9-A22G"	"TCGA-C8-A1HK"	"TCGA-BH-A18U"	"TCGA-BH-A28Q"	"TCGA-E2-A158"	"TCGA-E9-A229"	"TCGA-E9-A22H"	"TCGA-A2-A0CW"	"TCGA-E2-A155"	"TCGA-B6-A1KN"	"TCGA-A7-A3IZ"	"TCGA-E2-A14V"	"TCGA-E9-A1N4"	"TCGA-AC-A2QH"	"TCGA-AR-A1AL"	"TCGA-EW-A1PF"	"TCGA-AR-A0TY"	"TCGA-A2-A25F"	"TCGA-D8-A27H"	"TCGA-E9-A243"	"TCGA-BH-A0AU"	"TCGA-BH-A0DL"	"TCGA-C8-A138"	"TCGA-BH-A1EX"	"TCGA-BH-A18Q"	"TCGA-E2-A15G"	"TCGA-E9-A1NE"	"TCGA-E2-A1IO"	"TCGA-A2-A0ES"	"TCGA-AR-A1AQ"	"TCGA-A2-A1FW"	"TCGA-D8-A1JA"	"TCGA-GM-A2DD"	"TCGA-E9-A1N5"	"TCGA-E9-A1NH"	"TCGA-AO-A12F"	"TCGA-C8-A12W"	"TCGA-D8-A13Z"	"TCGA-BH-A18H"	"TCGA-AR-A24T"	"TCGA-E2-A1IL"	"TCGA-AO-A12D"	"TCGA-E9-A22A"	"TCGA-A7-A26F"	"TCGA-AC-A2B8"	"TCGA-AC-A23G"	"TCGA-AR-A1AU"	"TCGA-BH-A1EO"	"TCGA-C8-A1HF"	"TCGA-A2-A25B"	"TCGA-BH-A0C7"	"TCGA-D8-A1JS"	"TCGA-D8-A1JH"	"TCGA-A2-A0EW"	"TCGA-A7-A13F"	"TCGA-BH-A18S"	"TCGA-BH-A0EA"	"TCGA-C8-A26Z"	"TCGA-BH-A0DE"	"TCGA-AR-A1AV"	"TCGA-AQ-A1H3"	"TCGA-E2-A14Q"	"TCGA-E2-A15K"	"TCGA-GM-A2DA"	"TCGA-AR-A0TS"	"TCGA-E2-A1B1"	"TCGA-E9-A295"	"TCGA-E9-A22E"	"TCGA-AC-A2FG"	"TCGA-AC-A2FK"	"TCGA-AR-A1AK"	"TCGA-C8-A12M"	"TCGA-E2-A1LS"	"TCGA-C8-A12K"	"TCGA-E9-A2JT"	"TCGA-E9-A1N9"	"TCGA-A7-A26H"	"TCGA-E2-A1L7"	"TCGA-C8-A1HO"	"TCGA-EW-A2FS"	"TCGA-D8-A1JL"	"TCGA-E9-A1RI"	"TCGA-BH-A18I"	"TCGA-AR-A24Q"	"TCGA-E2-A1IF"	"TCGA-BH-A18M"	"TCGA-C8-A12Z"	"TCGA-A2-A3KD"	"TCGA-D8-A1JK"	"TCGA-E2-A14O"	"TCGA-EW-A1PD"	"TCGA-D8-A27V"	"TCGA-AR-A2LH"	"TCGA-E9-A22B"	"TCGA-A1-A0SI"	"TCGA-D8-A1XY"	"TCGA-C8-A130"	"TCGA-EW-A1J2"	"TCGA-GM-A2DF"	"TCGA-D8-A1JJ"	"TCGA-E2-A14T"	"TCGA-B6-A1KF"	"TCGA-C8-A1HG"	"TCGA-AR-A2LM"	"TCGA-E2-A1IE"	"TCGA-D8-A1XR"	"TCGA-D8-A27I"	"TCGA-C8-A12T"	"TCGA-E9-A1R0"	"TCGA-EW-A1P0"	"TCGA-E9-A24A"	"TCGA-BH-A1EW"	"TCGA-E2-A1II"	"TCGA-C8-A131"	"TCGA-E2-A1IH"	"TCGA-GI-A2C9"	"TCGA-E2-A1LB"	"TCGA-C8-A27B"	"TCGA-B6-A1KC"	"TCGA-A1-A0SN"	"TCGA-C8-A3M7"	"TCGA-AR-A255"	"TCGA-C8-A26Y"	"TCGA-GI-A2C8"	"TCGA-AC-A2BM"	"TCGA-AR-A1AS"	"TCGA-AC-A3HN"	"TCGA-E2-A15M"	"TCGA-E9-A228"	"TCGA-AR-A2LK"	"TCGA-A7-A3IY"	"TCGA-E2-A1IN"	"TCGA-EW-A1P7"	"TCGA-E2-A154"	"TCGA-C8-A3M8"	"TCGA-BH-A1FC"	"TCGA-AR-A256"	"TCGA-AR-A24V"	"TCGA-A2-A25D"	"TCGA-A2-A1FZ"	"TCGA-AR-A251"	"TCGA-BH-A0B7"	"TCGA-A2-A04N"	"TCGA-BH-A1FR"	"TCGA-EW-A2FR"	"TCGA-BH-A201"	"TCGA-AO-A1KP"	"TCGA-C8-A135"	"TCGA-EW-A1J6"	"TCGA-C8-A12P"	"TCGA-AR-A1AW"	"TCGA-E9-A1R6"	"TCGA-A2-A1G4"	"TCGA-C8-A1HE"	"TCGA-BH-A18R"	"TCGA-E2-A14P"	"TCGA-D8-A145"	"TCGA-D8-A1XJ"	"TCGA-BH-A1F6"	"TCGA-D8-A27M"	"TCGA-A7-A26E"	"TCGA-E2-A1BD"
"T"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ACTR3B"	3.47595764479995	2.20706162796353	3.31303355725185	4.7061079684514	3.21667343257659	3.05943932731375	3.47012916043491	3.83848293264627	3.19567139445649	3.17782948641899	2.38383342933035	2.91349839499984	3.97114913397625	3.48197724336725	3.37754252782229	2.80303037119736	3.5858808716083	3.81709252879685	2.91218428935314	2.16430217846989	2.5370245733651	3.55239161075057	4.81099087692638	2.06241051632852	2.94395544828232	2.89848872741409	5.03223253918362	3.53313923346562	3.31053729765737	2.74644784008338	2.95066824853067	3.2689402092701	3.1557749592733	2.36209921927579	2.10628374212254	3.13127616708306	3.25687031939474	3.09152760210567	3.40774757088076	3.34740797468835	3.70229301496367	4.60906711259324	3.79985057789627	3.02176926141906	3.84359314981279	3.04421793538589	3.04372188956157	2.97063358607147	2.98987062070116	3.70913956886302	3.35497398790653	3.24107071365466	2.68956218963705	3.36861557781045	3.00249647474655	4.35017475516183	3.76592859428986	3.16226359451869	1.74003910922422	4.00262158519058	3.11245177194567	2.53971747515113	3.95415820707633	3.61022326870165	2.82571175587567	3.40164430709812	3.20942527796554	4.88084997135069	3.82005218690537	2.63621687265165	3.04175672901502	3.4549954867793	3.94123637345651	2.88294458386448	3.00465637342292	2.10297604666411	2.83173224559703	3.3516163044723	3.51605496890731	3.01065246442335	5.40619724014468	4.55706942211672	3.67804067105092	4.2465237407891	2.93082178362342	2.17721971286256	2.93000339210883	2.81782482867345	2.77101209140106	3.04416804534978	3.24186012224025	4.64698534009573	5.60037771308073	3.45436583473032	3.49789265272839	3.96667164815082	2.49411427601623	3.29461793966549	4.09708891036505	3.7270584094574	3.55021314979793	2.79993612943543	4.15835095721034	3.85947876069469	4.06669530945735	2.87411254676546	3.79242509117324	3.50881974058426	3.10818721852019	3.25035347225296	3.30308696626521	3.61955710172715	2.4938075243481	2.54665676443331	2.2388550043654	2.04299335958883	5.70626600762127	2.46284814621027	5.49783477194717	3.30240817993432	3.32403502834878	3.39657929059498	3.18161874125562	3.68686078332972	2.06942234909459	3.33907396543212	3.70690865185864	2.75690028023225	3.36135339804285	2.55769420213233	3.17487481608725	3.34105995673904	3.18539690003252	2.78062643998914	4.26921941671504	4.19216319721257	2.52204183610771	3.04277786206407	3.78501189178806	5.57437719379109	3.36507657294095	3.33859395172077	3.57356280032451	3.90759462729603	5.76551178362889	2.56758801494496	3.50809949320357	1.7941617521224	2.4102755639987	3.70115543773239	3.07025473909322	3.56631996638037	3.2855405659388	2.58596044507676	3.37538138943193	3.98589357935169	4.06956135834506	4.1580588586487	3.05249666281975	3.62191830211904	3.5186825660768	4.32508743644851	3.59273904555092	4.23535968043922	2.64570326150665	3.32915675487715	3.42905164841438	4.14318240573504	3.57886238812829	4.19258777208237	4.13985853542176	6.28123837142651	3.9528264277873	1.78237069931296	2.82522185673624	3.84781157346134	4.68613675498543	2.76560883732461	3.00393710974181	2.44645929008424	3.60934654338917	2.80147823267691	2.63388328581148	2.59353952339749	3.64100854740807	3.50586414868998	3.55807609715625	2.67970160776374	3.0562221253477	4.84719087423169	1.37895588788482	3.41201705041345	2.53969857451347	2.93747770560857	4.50013789826529	6.04419169315271	2.77823331148179	2.03973216655285	3.03808104150829	2.94012461171974	3.96949370358995	2.33785829824775	2.52284884178691	3.16582108145467	1.91305152517889	3.15119332055375	3.51512099150276	3.48623010427139	3.05387136800981	2.32116887582315	2.44462044246679	2.92370124230829	3.50063281261856	3.85051227243938	3.094415581915	3.16656723651482	4.58168424284051	4.66350458690616	3.07581413429448	5.40313411775106	3.00627025144875	3.31154066879304	3.61552525475872	4.58761078003727	2.22672735279835	3.3145903361302	3.26280084371102	3.40870379481788	5.15746408351674	4.76059103677982	2.73802491906463	3.25730860225293	2.56554903608938	2.58551439903389	2.34797922370319	2.72983544562718	4.28972997254137	2.95740176708263	4.11110677258683	4.85131419522989	3.07466402816301	3.26433095617156	2.60348803137403	1.92528360039132	2.46400639502636	3.67244210298105	3.22486353764599	2.99633034542691	2.63643425392843	4.82559029275752	3.4517569629393	4.08037797214561	4.60280474428298	2.48447549253667	2.74712974404265	4.56018247226671	2.14407422565729	3.22169742921777	3.59017136393181	3.08750910362607	3.3062270216955	2.34254634782936	3.21681173553122	4.08372432248853	2.86855359764617	3.19880721087897	4.32779532900493	4.28668714990077	4.84881697454705	3.47525325247095	1.93867417361518	2.60417761303703	3.91712710963203	5.54869526910283	2.73137481341152	3.30486554013918	3.5533150224019	5.42611732533569	3.53621500202926	4.51671418640939	5.28978551516171	4.10725325340041	2.04789261561199	2.86636314586121	3.12954896384372	2.87295047689366	3.53328040216307	2.84471975620967	5.11418137061784	3.14094154953815	4.06516382747376	3.44950105819562	2.53406175409446	3.45393399055581	6.20558134440647	4.92491668752667	3.97427124730692	4.07283937921863	4.13187862639757	5.94511244273409	2.50704136400872	3.58033809196377	2.06339368461376	2.94632549086955	2.9430329862112	2.69180708183724	3.48170351628325	2.35347169299526	5.80767262274918	3.60227746636753	2.91026852909979	2.93029415409828	3.51551397945608	3.13597143131507	4.36553733162584	3.1406619461208	3.37241083165356	3.23745764692105	3.65129997485643	2.78738757591219	2.93169427758734	2.88780382180714	5.46364889909946	3.87081344011446	3.21836524702752	2.95018573162929	3.59224921245778	3.80034086832764	3.2916143037724	2.86305587668285	3.0778287703623	3.1629709497535	2.65173698148925	2.13735508037757	3.06097716490887	3.13087609407997	2.79715170887615	3.08935237057912	3.62188705451869	3.79898456577835	4.03679080367906	6.75300749994033	3.7935669221928	2.87783927501564	3.40408286044491	7.34147878100065	2.97811737270952	3.19050365186296	3.71781964620201	3.38314178282894	3.609755403708	2.74294404852192	3.70707530655643	2.95532473329266	3.13697509875774	3.39805836636993	2.43094911636994	3.18384454013355	2.93260342043597	4.23662404104009	5.0851337296527	3.57600600318036	2.58460711074462	1.98368465639802	2.83517138802377	4.86215142005268	3.68970837971717	2.63923437753423	3.47896516878892	2.77414727872962	5.61750157204394	2.24689066424054	1.9319285685445	2.61683229641779	3.53200928993311	2.28143724092783	7.05465367190728	2.05505376506561	2.93584771443921	3.28500533149258	2.95802419057464	3.57174668453231	2.35743637110606	3.15126377933689	3.035362286261	3.14791507780204	2.82068016509143	3.00312150492392	3.46447231130685	3.18881067659005	3.71551344161173	3.53967645915105	3.49930166572893	2.9720370147983	3.13668297383444	2.52317741090226	3.50866628327365	3.57151156822434	3.32289553372266	2.56382772278584	3.09358022805629	3.43838729006696	3.0558155679362	3.07282781963601	2.79251517942598	4.83420829220156	2.78655491454578	3.39273326778228	3.81029073999758	4.10304226033216	3.10148989563085	3.19315141116119	3.2832963866972	6.42385078241543	4.81941305427089	3.15485837620391	4.6571117291151	3.55826857481241	2.11462514063406	3.25200988032005	3.16374114301871	4.71426989058659	2.84836935200555	2.98751295203047	5.06151962494692	3.20594152645827	2.99491326175448	2.90225805093578	3.45323412510551	3.07244096975396	3.18536815396489	2.04299520477979	2.94087451470178	2.96611502778825	2.31798221924961	2.81754652269667	3.21541270799822	3.80708345912118	3.13625775448226	5.31039398690314	4.20753602773191	3.23951104193921	4.40890483269999	3.85513895066159	3.09790074487318	2.6150818636921	3.46958936744838	3.67322112067666	2.31377517956676	3.12610376383884	3.42651818990558	3.92887565296899	3.85283113927043	4.5850448826062	2.77546770247853	3.54223722225427	4.50219622221719	1.3333929664425	3.65445619040473	3.65656414826944	2.47159443288304	3.8547357061088	2.46264427072977	2.90980495601363	3.18469509783346	4.24842233952937	3.12159669827868	3.00096254986765	2.49168369003784	3.21986490968886	3.46717623937565	3.42394568100861	3.36456362306409	3.77184708378123	3.69204603383407	3.14010210343945	4.6207780337975	3.81730220798265	3.16807169431252	3.48224689851628	3.99536148004085	5.2813908276541	3.25073496291963	3.47996264254071	3.38714864751384	4.30190571800313	3.49978746197909	3.69869832186138	2.66753203140762	4.42168746624464	3.98685793143242	3.79839613571332	3.06226940729195	3.60807380947921	3.45250064071891	3.13057429585578	3.78638052663172	3.38741577442429	1.96131191041362	4.94867110188833	1.55541323218265	3.41837781096714	3.46683950268031
